,ord,information
1244,bursk,4.7008164779595685
9212,styrk,4.700775165382966
8931,spang,4.700701691797544
3341,hedes,4.700451663292871
6176,nedså,4.700174223773628
3028,grejt,4.700071810682867
7801,rotid,4.699700347497835
11526,ærers,4.6991789157051524
9660,tagås,4.698887068405264
10968,vedel,4.698880493949211
10882,vajet,4.698570103851117
8856,sodig,4.698555362019477
3760,høges,4.698554977275169
5704,masør,4.698489820579563
792,berig,4.69841413736151
3482,holds,4.698194501576712
8030,rørne,4.697763110064698
2279,finge,4.697585922831884
3395,herad,4.6972305861744825
10063,træfs,4.6971554773069375
4232,kalke,4.697061917544507
3412,hiats,4.696346853065738
4563,knivs,4.696310637177893
11408,ysset,4.696133688781758
2103,fabel,4.696040360478493
5869,mopse,4.695929629124715
9668,takts,4.695799098615188
4072,jagen,4.695716904183887
4325,kedle,4.695482447714992
1425,dadel,4.6951811747921735
6081,møget,4.695165178841668
4139,juger,4.694913977745448
3284,hanks,4.694894088975807
11207,vråde,4.694862612062967
9925,tonet,4.694790858995147
1066,boran,4.694773261729385
9066,start,4.694720734905211
6045,mælds,4.694607565383629
6733,oplue,4.694558575003115
4485,klums,4.694495518444816
7305,præge,4.694089258887649
4666,komst,4.694084712671464
3079,gråds,4.694047952872064
10549,udsåe,4.693981733958018
8025,røren,4.693916237463053
3365,helet,4.693910099473489
11557,æspen,4.693863934638936
8857,sodæl,4.693723637995326
6879,orede,4.693689982785924
9993,treve,4.693525421686339
2377,flirt,4.693449563162849
6906,ornen,4.693330555710367
4326,kedte,4.693162924409059
207,afsir,4.692719639150786
7845,runda,4.692484874035439
11471,ædils,4.692277177037685
2906,glafs,4.692127427685564
3043,grind,4.6921212556182095
9262,suens,4.692118409637958
662,basun,4.691993890794834
7186,pluks,4.691916946733763
6237,nitte,4.6918420630907764
9230,stænk,4.691711395949048
7680,rider,4.6911033797445185
2601,funds,4.69100918851389
7029,pavst,4.690985880559858
2184,favne,4.690745481947751
9077,stedt,4.690660378911925
6798,opsat,4.690654183672964
6438,odder,4.6906417888453396
1413,citer,4.690478648091299
1672,drysl,4.690384702993972
8230,sigst,4.69020732017501
5633,magis,4.6899512685274765
10489,udost,4.689919601657268
2100,evnet,4.689894729688946
420,anlod,4.689805576693556
6225,nille,4.68952676499088
7385,pynte,4.689433861029758
8733,smyge,4.689430664641161
5893,mosse,4.689346290696045
10292,tøjre,4.689282038276181
1350,bøden,4.689068304668093
6428,nøvts,4.6889316704251485
8583,slask,4.688644787972071
983,blive,4.688382521463519
3301,harms,4.688124498007963
6971,pakis,4.6880700426051565
9133,stolp,4.68743948512096
5744,melte,4.687410363003192
8869,sokke,4.687329235279907
2236,fibre,4.687186211705157
2411,flyet,4.687182365725408
351,alvor,4.687162025879676
8326,skalp,4.687035083108362
3095,grønt,4.686902818960123
11148,vokst,4.686705390367802
7936,rågas,4.686651183589407
838,besøl,4.68664538601858
339,alsæd,4.686177129211099
10701,ulyde,4.685883396154208
8073,salgs,4.685708711463816
11104,virre,4.685587542907253
2271,fimre,4.685555266405341
5065,kævte,4.685368969689613
11109,vises,4.685311172439805
5478,lyngs,4.685301645101491
11397,yoket,4.6852888983727405
10685,ulivs,4.685178152827738
6380,næses,4.685048308678537
3690,håret,4.685039489943221
6275,nosen,4.68476014263167
1575,dogme,4.684716430321092
1769,dvæle,4.684514774141409
9622,søtag,4.684374488836435
1896,døven,4.6843363125945485
5305,linne,4.6842477066394945
10495,udpen,4.683974339193213
10979,veget,4.683956292869684
8957,spies,4.683945407944245
2693,fødet,4.683889411207925
8317,skaft,4.683761883092404
2928,glips,4.683438301174577
7448,påred,4.683374401263
10763,urnen,4.683155733694388
6197,nerve,4.682954107073605
11021,vests,4.682842285134358
2916,glibs,4.682797406481917
2465,fogen,4.6827718985126054
1853,døbel,4.682649012387138
7886,ruægs,4.682606800909828
4159,junts,4.682460709634996
9189,stuml,4.682364340654449
8968,spind,4.682184253392624
713,begit,4.68203564222759
2954,gnejs,4.6820216130975965
9458,sådan,4.681488726595176
7023,pauke,4.681408355058885
937,biven,4.681168005885105
2009,engel,4.681154822515755
2435,flærs,4.681002526989573
2164,farre,4.680988270814788
2181,fauns,4.680883640535678
4915,kvalt,4.680870718460916
5591,løfte,4.6808452763885
4891,kurer,4.680840666596352
2704,følde,4.680831959908624
6267,nordi,4.680780097963839
2272,fimse,4.680428471521537
10969,veden,4.680414750569722
6049,mælke,4.680349289866909
1261,bydet,4.6802017749089355
3786,hønse,4.680117863929899
1146,brudt,4.6800947974548395
6754,opneg,4.680026314839019
2201,feers,4.679972917683926
1480,debut,4.679767392508276
1105,brand,4.679719379673616
8509,skyve,4.679583067354226
6185,negte,4.679201086442704
4184,jærne,4.679190242850305
9205,styld,4.678960327214833
11092,vipte,4.678955661509513
4181,jæner,4.67888461112006
4942,kvist,4.678864433878708
2285,fiole,4.678823237979646
8196,serør,4.678724248300711
1811,dåber,4.6783892104145925
4489,klups,4.678193719097134
3038,grifs,4.6781668690437215
8951,spene,4.677880827701404
873,bidsl,4.6777827372050815
8239,silds,4.6777145373570805
11515,ængst,4.677572428653606
10777,urtid,4.677548905771489
636,barer,4.677520040546744
2602,funke,4.677370155901364
1543,dille,4.677348415398636
11307,vælge,4.677343902709053
2880,girer,4.677287659064509
595,bajet,4.67699806329997
10731,unsen,4.67677254241306
2420,flåer,4.6765568437027465
1167,bråde,4.676522740791307
10125,turig,4.676251059368316
2171,fases,4.675967181530332
8383,skjar,4.6759352732081005
4395,kirke,4.675383862465108
7065,pible,4.675365584731351
8160,sejre,4.6753575979865225
10083,trøje,4.675279883631517
9355,svikl,4.67512464216033
10706,ulært,4.675120105344165
8774,sneis,4.675054628760897
2657,fælde,4.674991084016569
1251,busse,4.674972044847216
1263,byens,4.674476765314222
5063,kævle,4.6743155824951845
2398,fluds,4.674289513149528
4478,klubs,4.67416515366917
11517,ænses,4.674147891336045
5251,levre,4.67412000286216
6188,nejes,4.673987584413067
2020,enkel,4.67389608936183
2090,evers,4.673742977494589
7686,riede,4.673620598730799
9567,søise,4.673560218195059
1124,brims,4.673541479657986
4117,jodle,4.673511738955911
1710,dufts,4.673222387119298
7353,punsl,4.673191689569421
6421,nørre,4.673109732785706
10302,tører,4.672902287520878
4508,klægs,4.672460376487083
11576,ætses,4.672343876061615
4905,kvadr,4.672332144040268
4065,jabre,4.672317896746239
10103,tukan,4.672229358447353
2450,fnist,4.67217283315554
2426,flæen,4.672058998773339
1372,bølge,4.6718555612882
2026,enlig,4.671837300376094
7911,rypen,4.671077789400239
4550,knevl,4.6709999261756625
6219,niere,4.67089616613224
2949,gnald,4.670864270023572
4848,kujet,4.670817158317639
1699,drøvs,4.670772049720878
8625,slots,4.670671843722479
11023,viben,4.670602378623282
7761,roder,4.670438551986092
2268,fimet,4.670214411351719
786,bepis,4.6699849427891325
11433,åbner,4.669970864332476
7879,rusts,4.669806894168635
7610,rebte,4.669763876412944
2140,famen,4.669711933184093
2840,genså,4.66963930160086
7670,revle,4.669471641176232
815,besig,4.669283380986318
7545,rakke,4.669265537422138
3788,hørde,4.669180846543705
11174,voses,4.669137169304169
8708,smilk,4.668999096317771
4085,jamre,4.668617205030124
10264,tærer,4.668544741631984
5391,ludsi,4.668459934078382
4340,kende,4.668400566550434
3268,halve,4.668399288029905
6534,omlar,4.668141895366946
5968,musse,4.6681075201411195
1888,dørre,4.6678960475516895
4796,krylt,4.667747553191579
10851,uynde,4.667682077696911
1331,bælge,4.667601146402454
10644,ugræs,4.667600848662445
10000,triml,4.6675736190010415
9657,taget,4.667482271303808
3487,holke,4.667446141960571
10304,tøret,4.667431656649865
11555,æsles,4.667286566499548
10430,udkeg,4.667003089094131
4351,kerub,4.66633723743503
2834,genik,4.666158931740423
445,ansku,4.666064996756025
10913,vandl,4.666020831803068
818,besko,4.666011967122595
1223,bulpe,4.665993930419132
7737,risls,4.665772249000957
2649,fæger,4.665740121084925
3646,hyler,4.6657192180840275
2679,færge,4.665632737257666
9229,stæng,4.6655670716096065
5642,majet,4.665498569500089
8433,skrup,4.665281282703315
8357,skens,4.664929538495592
3717,hælte,4.66492273100264
8172,selje,4.664868372279534
9063,stans,4.664770824682323
3103,gufle,4.664609577641742
1509,depot,4.664531299042034
8965,spilk,4.66448619024568
3304,harps,4.663998494142017
5070,købte,4.663730751371209
5682,marer,4.663607535993296
8437,skryd,4.663485594560701
1091,bovne,4.663079466530801
7720,rinen,4.663047575815912
3725,hærde,4.6630271351242465
1268,byger,4.662868799405646
5813,minus,4.662606903248697
10696,ulrik,4.66251266057873
9331,svede,4.662387377366717
10745,urder,4.662336734600084
4583,knudt,4.661835714518584
1668,drybe,4.661812576442965
2227,feste,4.6618125006061035
5599,løjer,4.661803153095135
7293,prudt,4.661207661341753
8250,simon,4.661186715675562
10783,uråds,4.660681739112964
10266,tæret,4.6604666562667045
4752,krier,4.660434590283669
2387,floge,4.660393518030725
787,beram,4.660378391159053
11212,vråls,4.660368371810155
5021,kæbte,4.660111075924435
516,asede,4.6599267092818515
11454,årige,4.6598868326439655
9085,stemp,4.659578522048627
1670,drynt,4.65951354060813
10863,uøvet,4.659450999588799
1280,byled,4.659437605491712
10116,tunet,4.659327391069318
6536,omlev,4.65924682240093
6075,mødts,4.659228064481579
2222,ferle,4.659224154493833
2813,gejlt,4.659149833048785
4088,janks,4.659009265373786
2860,gifts,4.658871410860077
540,atlas,4.658785218032319
9820,tilsy,4.658366586278888
1891,døses,4.658105311322152
10789,usand,4.6581047470583465
9885,tjære,4.658099489660291
10609,uegen,4.658036265493058
9566,søgut,4.657909342293959
4423,klamt,4.657871401429355
2440,fløen,4.6578564000723235
5042,kæmte,4.657846082021464
8135,sedes,4.657827784653456
9406,syere,4.657767024842675
9223,ståur,4.657663340819729
6003,myten,4.657589085436674
6182,negle,4.657395522960221
147,aflus,4.657351691178474
8448,skræg,4.657346160381602
1164,bryns,4.657223891764832
2069,esser,4.657183736495586
9501,sæges,4.657132961382614
2565,fryne,4.657111033210109
1087,boven,4.657091378868048
8812,snubl,4.656952320232003
9270,sukke,4.656919704414151
10319,tøset,4.6568687507264235
1093,bovts,4.65681958644994
7350,pungs,4.656769769562867
8519,skånt,4.656527006733389
3900,iltet,4.656350591584424
7283,prims,4.656295369727294
8024,rørde,4.655815697875963
9555,søges,4.65562516209946
3163,gåden,4.655503535245535
9170,stræb,4.655494171630806
9179,stubl,4.655463288439874
2587,fugts,4.65505191398275
6992,papes,4.655029385197891
2144,fandt,4.654900268916794
5974,myger,4.654755939639848
2579,fugen,4.6543299473908135
8427,skrub,4.653762757579351
2578,frøns,4.6534475131308355
4552,knibs,4.653218651186626
7178,plint,4.653193544185698
7765,roede,4.653130964225636
10641,ugode,4.653093059206914
7169,plask,4.65308252317541
3263,halme,4.652974451874244
5488,lyses,4.652840287637264
6997,parer,4.652814062598816
9571,søkes,4.652659535237745
3289,hapre,4.652577975453718
1129,brisk,4.652346698149908
9451,syvnt,4.652175878345711
1064,bonus,4.652043824637989
3306,harsk,4.652010507267531
5225,lemre,4.652000519412649
6243,niært,4.651925239480124
4555,knips,4.651864303681
8721,smuld,4.651680087427443
5497,lyven,4.65122118732669
8873,solds,4.651205692026979
1692,drøms,4.651135490694261
4170,jydes,4.65103091660835
2367,fliks,4.6507650801287905
1970,emder,4.650623907209973
10069,trælk,4.650516781996624
7372,pusse,4.650492463609339
606,balje,4.650464981786842
2768,ganne,4.650371369726491
5725,meget,4.650299869744389
2997,gorer,4.650158354872751
4424,klang,4.649889126142192
3290,hapse,4.6498008014232415
10006,tripl,4.649679906905228
1922,egels,4.649513340294718
1225,bumle,4.649481488453294
9161,strit,4.64947513066469
1778,dybet,4.649332109319125
1981,emnet,4.648914204193919
7753,rivsk,4.6488766238937265
4977,kyper,4.64878680729324
9388,svøbe,4.64803516840916
11294,vægte,4.648029240862752
7035,pedel,4.64782584651097
3088,grædt,4.647739334826803
7126,pirre,4.647712129593321
4685,korke,4.647629321442604
4764,krisp,4.64729768672227
1933,egten,4.647205866502343
2139,falsk,4.647195489574652
9118,stjal,4.646987024906387
3541,huget,4.646837797794981
447,anstå,4.646659275777268
1489,dejes,4.646144114071059
1920,efter,4.646056011136955
3789,høred,4.646051424542199
10603,udøen,4.64590096755292
11254,vådet,4.645845395259944
9080,stegs,4.645826814586689
3867,ikend,4.645671176418225
7379,pyens,4.645637451555256
4718,kraft,4.645310314422226
10476,udløs,4.6452299069506875
11076,vindt,4.644967989248747
8650,sluts,4.644839747603843
1175,bræks,4.644822187968004
3282,hangs,4.644775983042704
710,beget,4.644597064392366
682,beden,4.644462276475899
5924,mulat,4.644437376263011
7843,rumpe,4.644290409812247
3650,hylse,4.6441423978112955
7584,rasks,4.6440984392727245
9397,sydes,4.643886204811918
10747,urede,4.643859596082488
9871,tjalr,4.643789867361608
9289,supes,4.643583529128939
9469,såhen,4.6430927476958
9782,teter,4.643069163818537
3406,herse,4.643023537789314
5746,mened,4.642558459382416
4306,kasts,4.642313546495237
3552,hulds,4.6422143558565825
8114,satan,4.641812484465161
9007,sprød,4.641736901530751
6933,otten,4.641666851590711
4359,kiker,4.6414978395325335
3693,hæder,4.641204683768796
7530,radså,4.641057288723217
3999,islag,4.640559229661252
5717,meden,4.640413831129481
3336,havte,4.640394064044537
2993,golfs,4.640343243034401
6806,opsir,4.640334626820927
7672,revne,4.640292667782903
2194,fedet,4.640260459147081
4908,kvags,4.6398098321117205
10695,ulovs,4.63972705071913
1414,citre,4.6391137629927
6927,ostet,4.638927373909852
840,betak,4.638675466736008
11665,øller,4.638006140473924
11633,øjner,4.637988746387466
9362,svink,4.637901417049106
364,ammes,4.637472380651492
3428,higte,4.63725006229782
4829,kubas,4.637132341665774
11301,vækte,4.636979767654592
4523,kløve,4.6369730102171465
11604,øerne,4.636813923525887
7040,peget,4.636777885247232
1449,dampe,4.636765911295754
1327,bægte,4.636472030973457
2066,espet,4.636406805671133
4973,kymre,4.6363421135743215
2261,filme,4.636258387251991
7247,porøs,4.636176338850772
2446,fløts,4.636164213634982
2049,erlæg,4.636115483875949
2556,front,4.636109290941804
3443,hinds,4.635983209099459
4955,kvæle,4.635928607102874
4917,kvant,4.635883338369353
1859,dødes,4.6356513426778045
3453,hiver,4.6356080781799935
9834,tinen,4.635390501178547
2870,gilje,4.63537521647082
3752,høder,4.635264744886805
1611,dotte,4.6352291335944855
734,beivr,4.635145090308449
910,bindt,4.634984499613047
6242,niåls,4.634874271603044
2341,flabe,4.634873397167234
6342,nysse,4.634860523385831
9375,svund,4.6347639899759105
10095,tudte,4.634591003742604
4285,kargo,4.634517660726642
2828,gemæs,4.63442804759736
8207,sibør,4.63433218982581
8794,snits,4.63430631466399
10792,usele,4.634172695936156
5324,lists,4.634056670114773
7056,pests,4.63331058667706
5348,logur,4.633205182970642
5059,kæven,4.632985203981857
10181,typen,4.632984930731565
1013,blæst,4.632932761769737
4007,islæt,4.632895383751985
11292,vægle,4.6327876926104095
7432,pålen,4.632655762711468
3576,hunde,4.632612425263108
6306,nutte,4.63261061438226
1686,drøbs,4.632391778882992
7278,prikt,4.6323723456446535
11505,æller,4.632199938088893
10539,udson,4.632034958669421
10562,udtor,4.63195829669601
4996,kåber,4.631869475916045
3580,huris,4.631828303733013
4541,knebl,4.631678696871255
10473,udlæs,4.631407455023083
4813,kræms,4.631396142923736
7002,parol,4.631389363103472
7307,præks,4.631335518531259
346,altså,4.631191267368122
9640,søøre,4.631016589927744
3558,hulke,4.6309792740962745
10770,urold,4.630765192722459
8216,sidug,4.630690267855447
9792,tiarm,4.630478989487458
2345,fladt,4.630460803430149
4617,kodan,4.630395659557516
977,blidt,4.6303948251888825
6293,nulle,4.630334363707023
4760,kring,4.630313445006607
2821,gemal,4.630249888492393
1345,bæver,4.630152908837969
11010,vente,4.629974469553753
2674,fænts,4.6297849430512485
8652,slyng,4.629435790030496
8693,smede,4.629216190516253
4471,klogt,4.629163229330687
10643,ugrej,4.629127843730392
4737,kravl,4.628529734325026
2421,flået,4.628473762739284
1452,danen,4.6281886743893725
10842,uvide,4.627928039572665
2501,forms,4.62751696970166
1182,brøks,4.6274212518279985
10252,tælte,4.627311084974031
3831,idrak,4.627207782197993
6474,oligt,4.627125788891107
257,agios,4.627050116466297
1661,druer,4.626699934509298
6084,møgte,4.626632230096204
10703,ulyst,4.626447917189026
6329,nynes,4.626232695190171
820,besku,4.626062413496923
11257,våger,4.6260234016210084
4142,jukse,4.6258173208377755
6724,oplar,4.625809001207096
9028,spædt,4.625787458113797
4960,kværs,4.625738093472231
7068,pifet,4.625555176742466
7261,praje,4.625455324398979
3316,hasse,4.624957902331178
9821,tilså,4.6249235051501
3819,ideel,4.62485143326119
7633,rejfs,4.624780445916845
2801,gebet,4.624489930254
4448,klifs,4.624481274734995
3432,hikte,4.624424491213646
6839,optue,4.6243645188247955
1303,bådet,4.62430198307752
1343,bærme,4.624246138405254
18,aande,4.6241999478960265
5215,lejer,4.62413761686173
5871,moral,4.624046923929357
10208,tåben,4.624036836629742
1243,burre,4.624003567959197
8052,sagar,4.623878878312964
2584,fugls,4.623862075481261
8059,sagns,4.62382585754423
6171,nedku,4.623769833325161
5888,moses,4.6235275397665
11057,vildn,4.623487217201269
2804,gebøs,4.6233766721773435
4061,ivære,4.623359581392196
3126,gurer,4.62323875960174
11,aaget,4.623203697772724
7636,rekyl,4.622963898648461
5260,lidle,4.622895729964961
5804,mindt,4.622653089395153
788,berap,4.622331022918277
7909,ryløs,4.622273841055015
9625,søtræ,4.621947629686952
3476,hofes,4.621686804983082
9690,tango,4.621630953226025
2185,favns,4.621558158218843
8495,skydt,4.621528021595298
7060,piben,4.621465028508751
52,adled,4.621246939634093
1634,drejl,4.621024815585453
10869,vadsk,4.6208914722677665
8137,seere,4.620753425463602
839,betag,4.620671370254544
7816,ruder,4.620583465273712
9799,tiede,4.620516626266352
4503,klæbe,4.620274333875904
4788,krybe,4.620136239919192
6041,mægte,4.620090066967235
8119,sauce,4.620002903481387
2743,galge,4.619915753289652
4233,kalks,4.619906684445653
5449,lutet,4.619630985825555
1141,broms,4.6192686618006205
3068,grund,4.618871681816165
2286,fiols,4.6188095941108145
231,aftos,4.618648774544511
11013,verba,4.618491175316171
8523,skåve,4.6183764138934835
1004,blårs,4.618361176555778
3519,hover,4.618324293650365
6950,ovses,4.618112663012754
5052,kærre,4.618102615516047
8711,smink,4.618061016463236
5381,lubar,4.61801865093954
7918,råbde,4.61781722898071
4405,kitte,4.617741006430217
3648,hylet,4.617693698914772
10810,usælt,4.617581768548464
9489,såært,4.617448527990543
759,belyt,4.617353207194458
2057,erret,4.617294814414033
8600,slevs,4.616908762190676
11676,ølurt,4.616789668877633
7193,plæds,4.616758955178454
6082,møgle,4.616653934565467
1000,blåen,4.616629456792373
9549,søers,4.616507469620333
6954,paces,4.616494093963881
1965,elven,4.6164176462205155
3528,huden,4.616353907088347
9525,søarm,4.616267623564578
8891,solæg,4.616266930944885
9661,takke,4.616181761188399
4183,jænet,4.616159757522834
9922,tonen,4.615948949236518
2695,fødte,4.6158319717120655
10709,umage,4.615808872968174
6015,mådet,4.615622670181093
8908,sorgs,4.615362436941805
1433,dagro,4.615050147073222
1016,bløds,4.614820335551646
10020,troml,4.6147813167384495
11223,vufet,4.614641771020368
10060,træer,4.614618913733948
4597,knyst,4.6146165404365185
2414,flyte,4.613887215223657
774,benag,4.61381855553379
8809,snors,4.613817498508926
4806,kræbs,4.613148142055028
1262,bydle,4.6130994811168184
5253,levte,4.612968344460925
9796,tidet,4.612887517659395
1159,bryds,4.61281586461515
4770,kroer,4.612803363030266
2535,fragt,4.612710764453305
5096,kølvs,4.612619709816797
5601,løjet,4.612611321353102
8485,skurv,4.612502516635317
1248,buses,4.612462585204794
8530,skæld,4.612105194265362
7782,rolig,4.611770433063179
1166,bryst,4.611668538815586
1374,bønke,4.611500627374271
517,asens,4.611321884310721
8969,spink,4.611263727139807
6727,oplev,4.611219897165891
6039,mægle,4.611130316030435
11155,volfe,4.611098076736018
8943,spede,4.611051083442489
8091,samme,4.610728273982442
4934,kvilr,4.610707176654216
8546,skæse,4.610339526536885
1076,borkn,4.61031226460516
9010,spues,4.61009838739074
11699,ørred,4.609945923623879
2562,fryde,4.609933241560089
8337,skars,4.609716199732938
7386,pynts,4.609447754526092
1959,elles,4.6092454988281935
716,begro,4.60914509563181
8895,somær,4.608717271045712
10831,uture,4.608686491601011
6581,omsur,4.608583307947002
7849,runen,4.608234987293373
2571,fråen,4.608207757447501
8439,skråd,4.607932915887724
3755,høets,4.607823736330746
4140,juket,4.607821634308823
1002,blåne,4.60778172832032
7183,pludr,4.6076809444689
5016,kæben,4.607295205394914
10330,ubedt,4.607274046945415
399,angro,4.607213330761635
1338,bænke,4.607176929521213
8849,sobær,4.6068046858633895
5057,kæses,4.606783451627519
2425,flæde,4.6063755164673985
827,bestå,4.606061402093115
11435,åbnet,4.605905799378671
5961,murre,4.605588104826276
9578,sølav,4.605481559087415
941,biåer,4.605344003364116
4655,kolle,4.605175655623438
2453,fnyse,4.605012223828036
2531,fouts,4.605010198841274
6938,ovalt,4.604850959449523
9669,talar,4.604841838456535
384,anede,4.604818283006124
737,bejds,4.604779730223369
4031,istet,4.6047530160561205
6033,måske,4.604692307519898
6440,oddet,4.604683126190522
4722,kraks,4.604675614224355
3661,hysen,4.604590203360572
9754,tekst,4.604578155447391
11242,vurfs,4.604271202958493
1673,dråbe,4.604217772670203
2511,forsk,4.604061881667839
3445,hinke,4.603935512752837
2208,fejls,4.603701288311634
44,abort,4.603571604998188
3657,hyren,4.603516240599138
4256,kanke,4.603176841874956
11426,zoner,4.602562883576082
6468,olene,4.602539995069428
829,besyn,4.602472257083318
4091,japet,4.602381190387842
2366,fligs,4.602226399072232
3340,heder,4.602118069183476
5786,mildn,4.602110905290711
3271,hamle,4.602059648841805
510,arver,4.602032781154105
5964,muses,4.6020282249633215
2304,fisse,4.60195409954379
1133,brodn,4.6017996771297245
3779,hølen,4.60170174892044
3712,hælen,4.6016666801005774
3584,husar,4.601494923533128
4712,krabl,4.601404272903089
8703,smigl,4.6013757981328105
1151,brums,4.601272169289506
1484,degne,4.601194939418603
1806,dysse,4.601063309243574
7821,ruede,4.6010250531010195
10196,tyste,4.600681842176896
10035,truml,4.60063642843962
767,beløn,4.6004357439306105
10617,ufine,4.600377082934389
2388,floks,4.600190109395947
11590,øboer,4.600175596132826
7290,prosa,4.60014008483153
848,betle,4.600010061421829
10791,usejr,4.599853512738436
8301,sjove,4.59981999690588
6922,osers,4.599784767712447
4,aaden,4.599649144140274
5592,løfts,4.599511739985781
1721,dulle,4.599483299388543
10377,udegn,4.599340599273038
4027,istak,4.5992655065233
3820,ideen,4.599240694179576
1107,brank,4.599224369813212
8764,snask,4.5991198321974585
8593,slems,4.598918638650144
10112,tumpe,4.598514126231967
6052,mænds,4.598175439947195
11339,værpe,4.598108180598069
9409,syete,4.598095650208571
10683,uligt,4.5975082647993295
4606,knælt,4.59742481362037
9318,svalm,4.597136158847317
5556,lænkt,4.596985723286945
5638,mahle,4.596948656049743
4245,kampe,4.5967946216877245
1034,bogie,4.5965605891287575
9047,stads,4.5963546807477975
4565,knobs,4.59622321690597
9142,storå,4.595967844313104
6017,måger,4.595830639900321
8100,sangs,4.595821610292551
10785,urædt,4.595761529386902
10425,udilt,4.595753910808368
7299,pryds,4.595746504382758
7625,regie,4.595719560145486
7243,porre,4.595648194109006
6407,nøjer,4.595624122240065
9361,sving,4.595214778032946
11667,øllet,4.595184346601804
1306,båker,4.5951336421300075
1174,brægs,4.5951066038246715
8156,sejle,4.594819860276898
4454,klimr,4.594809769428642
10612,uenig,4.594770040240435
3185,gældt,4.594710478640392
9893,toede,4.594668234875392
2349,flakr,4.594667786910319
4224,kalas,4.59461732530637
2161,farin,4.593810074630207
1678,drægt,4.593734735128262
11216,vrælt,4.593728605448906
461,april,4.593677433519117
687,bedre,4.593566320434168
11038,vifte,4.5933273971944
2848,geråd,4.59332445658337
8902,sonor,4.593258096607235
9658,tagge,4.593200635761466
1951,elevs,4.59306183648424
315,aling,4.593056123974048
1924,egens,4.592942057689138
4193,jøder,4.592887281332668
9012,spund,4.592881060403573
10702,ulyds,4.59268704661895
3488,holks,4.592618152644274
7250,poses,4.592446160794959
1813,dåbet,4.59224858705038
8173,selle,4.592196716753757
2438,fløde,4.592103113880987
2956,gnibs,4.592077549380862
3989,iskal,4.592049232574776
7481,pægle,4.592032187862558
7365,purre,4.591843674299436
9380,sværd,4.5912812649253905
9992,treti,4.591227199206379
248,aføse,4.59121263152725
5003,kågen,4.591141683971891
10062,træet,4.591025490696232
2071,esset,4.590988196756738
3842,ifole,4.590939714819422
5517,låses,4.590843237852703
3830,idrag,4.590840953626523
8394,skorp,4.590754542756825
1760,dutte,4.590724695175696
10898,valle,4.5904709855083645
6891,orker,4.590448457534613
6050,mælks,4.590336563563975
7368,puses,4.5899884804678965
10072,træng,4.589981560032914
4702,kotte,4.5899223553104385
7890,ryers,4.589890155350297
2464,foged,4.589798135889717
11287,vægen,4.589704833626244
9773,terre,4.589572706546699
1992,enbet,4.58954832183688
3905,ilægs,4.589485579999444
11327,værdt,4.5894086648410815
1659,drude,4.589210517913325
11579,ætter,4.589123454886729
2001,endte,4.589095854098064
7181,plove,4.588301986137324
3108,gulje,4.588124131715734
3834,idræt,4.587988126175577
1258,bydel,4.587987641072389
5752,mente,4.58784202908959
10965,vatte,4.587709482612027
4416,klafr,4.587449854429702
5226,lemte,4.587251997367291
7205,poems,4.587231744279496
5723,medse,4.586973343477119
3886,ilene,4.5868926832410395
8255,sinds,4.586708806598455
4099,javle,4.586586720923047
9814,tilis,4.58658246087796
4744,krejl,4.586494438379177
3324,haven,4.586278847689927
4251,kanen,4.5862555510405105
10450,udlej,4.586199211335837
4981,kypre,4.586166775443498
7196,pløke,4.586143279092042
6010,måbes,4.586139151679735
15,aalge,4.586103552236024
8822,snurs,4.585688788860745
3473,hober,4.585544274135428
4850,kuker,4.585498958153997
1406,cider,4.585380447744035
10833,utåls,4.585350463599693
2697,føget,4.585064503741134
11208,vråds,4.585017445010874
1548,dingl,4.584965400134242
2797,gazer,4.5846277054986775
1964,elsks,4.584609932288134
1005,blåts,4.584504849465584
4898,kuske,4.584492683109625
6920,osene,4.584483452805389
419,anlig,4.58438023857632
1113,bravt,4.5843464107913965
1960,elmen,4.584288683050601
1865,døjer,4.584047001743442
446,anslå,4.584029680688949
11486,ægsat,4.5839479553689015
2785,gasts,4.583918907396597
7597,raver,4.583800254313122
10291,tøjle,4.583758083466518
2651,fæget,4.5837277585481395
9461,sådes,4.583563417514722
10754,urger,4.583488574850089
10848,uvist,4.583480044940767
8012,røjel,4.583151133643672
290,aktør,4.583076866337231
11631,øjers,4.5829875898930945
5064,kævls,4.582739575452483
2030,ensom,4.582700454801527
1809,dyvel,4.582668901911218
4784,krumt,4.582513317457602
3332,havne,4.582477938984126
3427,higne,4.582198845590091
2658,fælds,4.58218362643114
9105,stils,4.581980375385627
4506,klædt,4.581962927537433
3232,gøvne,4.581803438886121
10102,tujas,4.5816772856703745
3155,gyrtl,4.581370838910661
1270,byget,4.581333623824429
11255,vådte,4.581313300931959
1156,brusk,4.581299517819411
4574,knops,4.581158918034618
5561,lærer,4.581129852686868
10113,tunen,4.580961351685243
11189,vrang,4.580861205872855
11406,yrers,4.580697205904197
7306,prægs,4.580649741324684
6642,opdie,4.580385175865018
11320,vænge,4.580280147321071
9868,tjadr,4.580012261802022
10742,urban,4.580008469274305
8811,snots,4.5798698866725305
8181,senen,4.579597648007965
609,balle,4.579595386373627
11191,vrede,4.578900408346596
6402,nøfle,4.578763818715892
5209,legio,4.578746091154683
1279,bylds,4.578676249599735
5175,lasso,4.578653112068523
